199, 199, 199
  0,   0,   0
  0,   0,   2
  0,   0,   2
  0,   0,   3
  0,   0,   4
  0,   0,   5
  0,   0,   7
  0,   0,   8
  0,   0,  10
  0,   0,  12
  0,   0,  14
  0,   0,  16
  0,   0,  18
  1,   0,  21
  1,   0,  23
  1,   0,  25
  1,   1,  27
  1,   1,  30
  1,   1,  32
  1,   1,  34
  2,   1,  36
  2,   1,  39
  2,   1,  41
  2,   1,  44
  3,   1,  46
  3,   2,  48
  3,   2,  51
  4,   2,  53
  4,   2,  56
  4,   2,  58
  5,   2,  61
  5,   3,  63
  6,   3,  66
  6,   3,  69
  7,   3,  71
  7,   4,  74
  8,   4,  76
  8,   4,  79
  9,   5,  82
 10,   5,  84
 10,   5,  87
 11,   6,  90
 12,   6,  93
 12,   6,  95
 13,   7,  98
 14,   7, 101
 15,   8, 104
 15,   8, 106
 16,   9, 109
 17,   9, 112
 18,  10, 115
 18,  10, 118
 19,  11, 120
 20,  11, 123
 20,  12, 126
 21,  12, 129
 22,  13, 132
 25,  14, 133
 29,  15, 134
 32,  15, 135
 35,  16, 136
 37,  16, 137
 40,  17, 138
 43,  17, 139
 46,  18, 140
 49,  18, 141
 51,  19, 142
 54,  19, 143
 57,  19, 143
 59,  19, 144
 62,  20, 145
 64,  20, 146
 67,  20, 147
 70,  20, 148
 72,  20, 149
 75,  20, 150
 77,  19, 151
 80,  19, 152
 83,  19, 153
 85,  19, 154
 88,  18, 155
 90,  18, 156
 93,  17, 157
 95,  17, 158
 98,  16, 159
101,  15, 160
103,  14, 161
106,  13, 162
108,  12, 163
111,  11, 164
113,  13, 164
115,  17, 163
117,  20, 162
119,  22, 161
121,  25, 161
123,  27, 160
125,  29, 159
127,  31, 158
129,  33, 157
131,  35, 157
134,  36, 156
136,  38, 155
138,  39, 154
140,  40, 153
142,  42, 153
144,  43, 152
146,  44, 151
149,  45, 150
151,  46, 149
153,  47, 148
155,  48, 147
158,  49, 146
160,  50, 145
162,  51, 145
164,  52, 144
167,  53, 143
169,  54, 142
171,  54, 141
174,  55, 140
176,  56, 139
178,  56, 138
181,  57, 137
183,  58, 136
185,  59, 135
186,  61, 134
187,  63, 133
189,  65, 132
190,  67, 131
192,  69, 130
193,  71, 129
194,  73, 128
196,  75, 127
197,  76, 126
199,  78, 125
200,  80, 124
201,  82, 123
203,  83, 121
204,  85, 120
206,  87, 119
207,  88, 118
209,  90, 117
210,  92, 115
211,  93, 114
213,  95, 113
214,  96, 112
216,  98, 110
217, 100, 109
219, 101, 107
220, 103, 106
222, 104, 104
223, 106, 103
224, 107, 101
226, 109,  99
227, 110,  98
229, 112,  96
230, 113,  94
232, 115,  92
233, 117,  92
233, 119,  91
234, 122,  91
235, 124,  90
235, 126,  90
236, 128,  90
236, 130,  89
237, 133,  89
238, 135,  88
238, 137,  88
239, 139,  87
239, 141,  87
240, 143,  86
241, 146,  85
241, 148,  85
242, 150,  84
242, 152,  83
243, 154,  83
243, 156,  82
244, 158,  81
245, 160,  81
245, 163,  80
246, 165,  79
246, 167,  78
247, 169,  77
247, 171,  76
248, 173,  75
248, 175,  74
249, 177,  73
249, 179,  72
249, 181,  71
250, 183,  70
250, 185,  69
251, 188,  68
251, 190,  66
252, 192,  65
252, 194,  64
252, 196,  64
251, 198,  64
251, 201,  64
251, 203,  64
250, 205,  64
250, 207,  64
249, 209,  65
249, 212,  65
249, 214,  65
248, 216,  65
248, 218,  65
247, 220,  65
247, 223,  65
246, 225,  65
246, 227,  65
245, 229,  65
244, 231,  65
244, 234,  65
243, 236,  65
243, 238,  65
242, 240,  65
241, 242,  65
241, 245,  65
240, 247,  65
239, 249,  68
239, 249,  78
240, 250,  87
240, 250,  94
241, 250, 102
241, 251, 109
241, 251, 115
242, 251, 121
242, 251, 127
242, 252, 133
243, 252, 139
243, 252, 144
244, 252, 149
244, 253, 154
244, 253, 159
245, 253, 164
245, 253, 169
246, 253, 174
246, 253, 179
247, 254, 183
247, 254, 188
247, 254, 192
248, 254, 197
248, 254, 201
249, 254, 206
249, 254, 210
250, 255, 214
250, 255, 218
251, 255, 223
251, 255, 227
252, 255, 231
252, 255, 235
253, 255, 239
253, 255, 243
254, 255, 247
255, 255, 251
255, 255, 255
